code;name;country
59006198;Lower League;Armenia
59006943;Premier League;Azerbaijan
59006945;Lower League;Azerbaijan
59007527;Kazakhstan Premier League;Kazakhstan
59007597;Kazakhstan Lower League;Kazakhstan
59007607;Divizia Nationala;Moldova
59007627;Moldovan Divizia A;Moldova
59007628;Moldovan Lower Division;Moldova
59007872;Georgian Lower League;Georgia
59007964;High League;Tajikistan
59007965;Lower League;Tajikistan
59008101;First League;Azerbaijan
59008472;Moldovan Divizia B Nord;Moldova
59008473;Moldovan Divizia B Sud;Moldova
59010820;Kazakhstan First League;Kazakhstan
59039549;Lower League;Kyrgyzstan
59069897;Kyrgyzstani D1 ZA;Kyrgyzstan
59069898;Kyrgyzstani D1 ZB;Kyrgyzstan
59091978;Ikkinchi Liga Farg'ona;Uzbekistan
59104404;Uzbek 2 Samarkand;Uzbekistan
59107181;Second League;Kazakhstan
59107188;Semei Championship;Kazakhstan
59107189;East Kazakhstan Champ.;Kazakhstan
59107190;Ural'sk Championship;Kazakhstan
59107191;Aktobe Championship;Kazakhstan
59107192;Aktau Championship;Kazakhstan
59107193;Atyrau Region Champ.;Kazakhstan
59107194;Temirtau AFL;Kazakhstan
59107195;Karagandy Region Champ.;Kazakhstan
59107196;Astana Championship;Kazakhstan
59107197;Petropavlovsk Champ.;Kazakhstan
59107198;Kostanay Region Champ.;Kazakhstan
59107199;Pavlodar Region Champ.;Kazakhstan
59107200;Kokshetau Championship;Kazakhstan
59107201;Shymkent Championship;Kazakhstan
59107202;Kyzylorda Region Champ.;Kazakhstan
59107203;Taldykorgan Championship;Kazakhstan
59107204;South Kazakhstan Champ.;Kazakhstan
59107205;Taraz Open Championship;Kazakhstan
59107206;Almaty A League;Kazakhstan
59107902;Almaty Junior League;Kazakhstan
59110037;Tajik First;Tajikistan
59126495;Georgian National League;Georgia
59126496;Georgian National League ;Georgia
59126497;Liga 3;Georgia
59131728;Capital and North;Azerbaijan
59131729;South and Central;Azerbaijan
59131730;North-West and West;Azerbaijan
59133946;2nd Div. Dushanbe;Tajikistan
59133947;2nd Div. Hatlon Region;Tajikistan
59133948;2nd Div. Sughd Region;Tajikistan
59133949;2nd Div. Rasht Region;Tajikistan
59134916;North Zone;Azerbaijan
59135038;Superleague;Uzbekistan
59143695;Liga 4;Georgia
59143697;Western A;Georgia
59143698;Western B;Georgia
59143700;Eastern A;Georgia
59143701;Eastern B;Georgia
59143702;Eastern C;Georgia
59143728;Pro A;Uzbekistan
59143730;Pro B East;Uzbekistan
59143731;Pro B West;Uzbekistan
61006615;Highland League;United Kingdom
61006616;EoS Premier;United Kingdom
61006755;South of United Kingdom;United Kingdom
61006769;North Caledonian League;United Kingdom
61021798;West Region Premiership;United Kingdom
61021805;West Championship;United Kingdom
61021806;West League 2;United Kingdom
61021807;West League 1;United Kingdom
61021809;East Superleague South;United Kingdom
61021810;East Superleague;United Kingdom
61021811;East Region North;United Kingdom
61021813;East Region South;United Kingdom
61021814;North Superleague;United Kingdom
61021815;North Division 2;United Kingdom
61021816;North Division 1;United Kingdom
61063387;Lowland League;United Kingdom
61088723;EoS First Division A;United Kingdom
61088724;EoS First Division B;United Kingdom
62002147;Lower League;Montenegro
62095849;Zone League;Serbia
64000176;Third League East;Slovenia
64000177;Lower League;Slovenia
64043172;Second Division;Oman
64047528;First Division Grp C;Oman
64047529;First Division Grp D;Oman
64047956;Laotian League 2;Laos
65010780;Western Cape Division 2;South Africa
65010781;Northern Cape Division 2;South Africa
65010782;North West Division 2;South Africa
65010783;Mpumalanga Division 2;South Africa
65010784;Limpopo Division 2;South Africa
65010785;Gauteng Division 2;South Africa
65010786;KwaZulu Natal Division 2;South Africa
65010787;Free State Division 2;South Africa
65010788;Eastern Cape Division 2;South Africa
65025757;Eastern Cape Division 3;South Africa
65025758;Free State Division 3;South Africa
65025759;Kwazulu Natal Division 3;South Africa
65025760;Gauteng Division 3;South Africa
65025761;Limpopo Division 3;South Africa
65025762;Mpumalanga Division 3;South Africa
65025763;North West Division 3;South Africa
65025764;Western Cape Division 3;South Africa
65025765;Northern Cape Division 3;South Africa
66010517;K3 League;South Korea
66029602;K LEAGUE 2;South Korea
66039929;KleagueJunior A;South Korea
66039930;KleagueJunior B;South Korea
66040773;K4 League;South Korea
67023610;Third Division Group 1;Spain
67023611;Third Division Group 2;Spain
67023612;Third Division Group 3;Spain
67023613;Third Division Group 4;Spain
67023614;Third Division Group 5;Spain
67023615;Third Division Group 6;Spain
67023616;Third Division Group 7;Spain
67023617;Third Division Group 8;Spain
67023618;Third Division Group 9;Spain
67023619;Third Division Group 10;Spain
67023620;Third Division Group 11;Spain
67023621;Third Division Group 12;Spain
67023622;Third Division Group 13;Spain
67023623;Third Division Group 14;Spain
67023624;Third Division Group 15;Spain
67023625;Third Division Group 16;Spain
67023626;Third Division Group 17;Spain
67023627;Third Division Group 18;Spain
67101188;Reg. Pref. Galicia Norte;Spain
67101189;Reg. Pref. Galicia Sur;Spain
67101190;Reg. Pref. Asturias;Spain
67101191;Reg. Pref. Cantabria;Spain
67101192;Div. Honor Vizcaya;Spain
67101193;Reg. Pref. Álava;Spain
67101194;Div. Honor Reg. Guipúzcoa;Spain
67101195;Primera Catalana G1;Spain
67101196;Reg. Pref. Valenciana G1;Spain
67101197;Reg. Pref. Valenciana G2;Spain
67101198;Reg. Pref. Valenciana G3;Spain
67101199;Reg. Pref. Valenciana G5;Spain
67101200;Pref. Madrid Gr.1;Spain
67101201;Pref. Madrid G2;Spain
67101202;1ª Reg. Castilla y León A;Spain
67101203;1ª Reg. Castilla y León B;Spain
67101204;Primera Andaluza G1;Spain
67101205;Primera Andaluza G2;Spain
67101206;Primera Andaluza G3;Spain
67101207;Primera Andaluza G4;Spain
67101208;Pref. Ceuta;Spain
67101209;1ª Reg. Pref. Mallorca;Spain
67101210;Pref. Menorca;Spain
67101211;Pref. Las Palmas;Spain
67101212;Pref. Tenerife;Spain
67101213;Terr. Pref. Murcia;Spain
67101214;Reg. Pref. Extremadura G1;Spain
67101215;Reg. Pref. Extremadura G2;Spain
67101216;Reg. Pref. Navarra G1;Spain
67101217;Reg. Pref. Navarra G2;Spain
67101218;Reg. Pref. La Rioja;Spain
67101219;Reg. Pref. Aragón G1;Spain
67101220;Reg. Pref. Aragón G2;Spain
67101221;1ª Aut.Pref. La Mancha G1;Spain
67101222;1ª Aut.Pref. La Mancha G2;Spain
67101223;1ª Aut. Melilla;Spain
67101224;Reg. Ibiza-Formentera;Spain
67196503;Primera Catalana G2;Spain
67246444;Div. Honor Andalucía G1;Spain
67246445;Div. Honor Andalucía G1;Spain
67248615;U19 Division 1 Group 1;Spain
67248625;U19 Division 1 Group 2;Spain
67248626;U19 Division 1 Group 3;Spain
67248627;U19 Division 1 Group 4;Spain
67248629;U19 Division 1 Group 6;Spain
67248630;U19 Division 1 Group 7;Spain
67248770;U19 Division 2 Group 1;Spain
67248771;U19 Division 2 Group 2;Spain
67248772;U19 Division 2 Group 3;Spain
67248773;U19 Division 2 Group 4;Spain
67248774;U19 Division 2 Group 5;Spain
67248775;U19 Division 2 Group 6;Spain
67248776;U19 Division 2 Group 7;Spain
67248779;U19 Division 2 Group 10;Spain
67248781;U19 Division 2 Group 12;Spain
67248782;U19 Division 2 Group 13;Spain
67248783;U19 Division 2 Group 14;Spain
67248784;U19 Division 2 Group 15;Spain
67248904;U19 Division 2 Group 18;Spain
68020096;First Division - North;Syria
68020097;First Division - South;Syria
70027104;Amateur League;Turkey
70043162;3. League Group 1;Turkey
70043163;3. League Group 2;Turkey
70043164;3. League Group 3;Turkey
70084836;Amateur League;Turkey
70086159;RAL Group 1;Turkey
70086160;RAL Group 2;Turkey
70086161;RAL Group 3;Turkey
70086162;RAL Group 4;Turkey
70086163;RAL Group 5;Turkey
70086164;RAL Group 6;Turkey
70086165;RAL Group 7;Turkey
70086166;RAL Group 8;Turkey
70086167;RAL Group 9;Turkey
70086168;RAL Group 10;Turkey
70086169;RAL Group 11;Turkey
71045304;URD - Khmelnyts'ka - D1;Ukraine
71045305;URD - Lugans'ka - D1;Ukraine
71045308;URD - Zakarpats'ka - D1;Ukraine
71045309;URD - Vinnyts'ka - D1;Ukraine
71045310;URD - Vinnyts'ka - D2;Ukraine
71045311;URD - Kirovograds'ka - D1;Ukraine
71045312;URD - Khersons'ka - D1;Ukraine
71045315;URD - Lvivs'ka - D1;Ukraine
71045316;URD - Lvivs'ka - D2;Ukraine
71045317;URD - Donets'ka - D1;Ukraine
71045319;URD - Zhytomyrs'ka - D1;Ukraine
71045320;URD - Odes'ka - D1;Ukraine
71045321;URD - Cherkas'ka - D1;Ukraine
71045322;URD - Ivano-Frank. - D1;Ukraine
71045323;URD - Ivano-Frank. - D2;Ukraine
71045324;URD - Ternopils'ka - D1;Ukraine
71045325;URD - Poltavs'ka - D1;Ukraine
71045326;URD - Volyns'ka - D1;Ukraine
71045329;URD - Mykolaivs'ka - D1;Ukraine
71045333;URD - Chernigivs'ka - D1;Ukraine
71045334;URD - Rivnens'ka - D1;Ukraine
71045335;URD - Rivnens'ka - D2;Ukraine
71045336;URD - Kharkivs'ka - D1;Ukraine
71045337;URD - Dnipropetr. - D1;Ukraine
71045339;URD - Zaporiz'ka - D1;Ukraine
71045342;URD - Sums'ka - D1;Ukraine
71045343;URD - Sums'ka - D2;Ukraine
71045344;URD - Kyivs'ka - D1;Ukraine
71045345;URD - Kyiv - D1;Ukraine
71045346;URD - Kyiv - D2;Ukraine
71045347;Second Division - A;Ukraine
71045381;URD - Zakararpats'ka - D2;Ukraine
71045511;URD - Odesa - D1;Ukraine
71045512;URD - Odesa - D2;Ukraine
71045686;Kharkivs'ka oblast - FL;Ukraine
71045938;Ukrainian Amateur League ;Ukraine
71045939;Ukrainian Amateur League ;Ukraine
71045940;Ukrainian Amateur League ;Ukraine
71046385;URD - Kharkiv;Ukraine
71047459;URD - Chernivets'ka - D1;Ukraine
71052250;URD - Dnipro;Ukraine
71052251;URD - Kryvyi Rih;Ukraine
71052308;URD - Kyivs'ka - D2;Ukraine
71053276;URD - Kyivo-Svyatosh. r-n;Ukraine
71053306;UCFL - High League;Ukraine
71053307;1-st League;Ukraine
71053308;UCFL - D2;Ukraine
71053309;UCFL - 3-rd League;Ukraine
71053310;UCFL - 4-th League;Ukraine
71053311;UCFL - 5-th League;Ukraine
71053312;6-th League;Ukraine
71064659;URD - Dnipropetr. - D2;Ukraine
71065037;URD - Cherkas'ka - D2;Ukraine
71065038;URD - Chernigivs'ka - D2;Ukraine
71065039;URD - Khersons'ka - D2;Ukraine
71065040;URD - Khmelnyts'ka - D2;Ukraine
71065041;URD - Kirovograds'ka - D2;Ukraine
71065042;URD - Lugans'ka - D2;Ukraine
71065043;URD - Lvivs'ka - D3;Ukraine
71065045;URD - Kyiv - D3;Ukraine
71065047;URD - Zhytomyrs'ka - D2;Ukraine
71088573;Crimean Lower Division;Ukraine
71093597;Crimean Premier League;Ukraine
71100082;URD - Zaporiz'ka - D2;Ukraine
71100083;URD - Ternopils'ka - D2;Ukraine
72005990;PCSL;Canada
72009462;First Division;Bermuda
72021822;CSL2;Canada
72043033;NAL - Northwest Division;United States
72043034;NAL - Southwest Division;United States
72043035;NAL - Frontier Division;United States
72043036;NAL - Mid-America Div.;United States
72043037;NAL - Southeast Division;United States
72043038;NAL - Atlantic Division;United States
72043039;NAL - Northeast Division;United States
73100020;Premier Division;Haiti
74009598;Welsh National Premier;United Kingdom
74009634;Welsh League Div 2;United Kingdom
74009638;Welsh National 1;United Kingdom
74009702;Welsh Alliance First;United Kingdom
74009703;Mid United Kingdom League 1;United Kingdom
74009704;Gwynedd League;United Kingdom
74010086;Gwent League Premier;United Kingdom
74010089;Neath Premier;United Kingdom
74010090;Pembroke Div 1;United Kingdom
74010091;Swansea Division 1;United Kingdom
74010092;Carmarthenshire Premier;United Kingdom
74010310;Anglesey League;United Kingdom
74010311;Welsh Alliance Second;United Kingdom
74010831;Aberystwyth League One;United Kingdom
74010832;Aberystwyth League Two;United Kingdom
74011024;Ceredigion League One;United Kingdom
74011025;Ceredigion League Two;United Kingdom
74011066;Montgomery League One;United Kingdom
74011081;Montgomery Division Two;United Kingdom
74011086;Mid United Kingdom South League;United Kingdom
74013576;Mid United Kingdom League 2;United Kingdom
74015329;Gwent League Div 1;United Kingdom
74015436;Pembroke Div 2;United Kingdom
74016743;Vale of Clwyd Premier;United Kingdom
74016744;Vale of Clwyd First;United Kingdom
74016745;North East United Kingdom League;United Kingdom
74039767;Swansea Division 2;United Kingdom
74040882;S. United Kingdom Alliance Premier;United Kingdom
74040883;S. United Kingdom Alliance Div 1;United Kingdom
74044707;Carmarthenshire Div 1;United Kingdom
75034137;Second Division;Chile
75042234;ANFA;Chile
75045762;North Group 3°B;Chile
75045763;Centre Group 3°B;Chile
75045764;South Group 3°B;Chile
76017512;Lower Division;Colombia
76050811;U20 Division;Colombia
78046495;Cerro Largo League;Uruguay
78046529;Rocha League;Uruguay
78046563;Maldonado League;Uruguay
78047441;Tacuarembó League;Uruguay
78047893;Colonia League;Uruguay
78047901;Canelones League;Uruguay
78047910;Artigas League;Uruguay
78047957;Salto League;Uruguay
78047990;Rivera League;Uruguay
78048011;Paysandú League;Uruguay
78048056;Río Negro League;Uruguay
78048070;Durazno League;Uruguay
78048084;Treinta y Tres League;Uruguay
78048098;Soriano League;Uruguay
78048113;Flores League;Uruguay
78048129;Florida League;Uruguay
78048143;Lavalleja League;Uruguay
78048161;San José League;Uruguay
79010950;First Division;Paraguay
79010962;Intermedia;Paraguay
79010975;B Metropolitana;Paraguay
79010976;Fourth Division;Paraguay
79010977;Nacional B;Paraguay
79023439;B Nacional;Paraguay
80000563;Primera División;Costa Rica
80000564;Liga de Ascenso;Costa Rica
80000565;Lower Division;Costa Rica
80000566;Serie A;Ecuador
80000567;Serie B;Ecuador
80000568;Lower Division;Ecuador
80010007;Segunda División;Panama
80024180;Segunda Division;Nicaragua
81001093;Jamaican NPL;Jamaica
81001139;KSAFA Super League;Jamaica
81001140;Western Super League;Jamaica
81001143;KSAFA Major League;Jamaica
81010190;Westmore. Major League;Jamaica
81010191;Hanover Major League;Jamaica
81010192;St. James Senior League;Jamaica
81010193;Trelawny Major League;Jamaica
81010194;St. Eliz. Major League;Jamaica
81010195;St. Ann Major League;Jamaica
81010196;Manchester Major League;Jamaica
81010197;Clarendon Major League;Jamaica
81010198;St. Cath. Major League;Jamaica
81010199;St. Mary Major League;Jamaica
81010200;Portland Major League;Jamaica
81010201;St. Thomas Major League;Jamaica
81060705;St. Eliz/Manchester SL;Jamaica
81060706;Clarendon/St. Cath SL;Jamaica
82000461;Pro League;Trinidad and Tobago
82001154;Premier Division;Bermuda
82002896;TT Super League;Trinidad and Tobago
82060936;Haitian Lower Division;Haiti
82061057;LDF;Dominican Republic
82061071;LDF Serie B;Dominican Republic
82061799;Premier Division;Grenada
82061861;Premier League;Barbados
82061873;Kampionato;Bonaire
82061953;Senior League;Anguilla
82061993;Division di Honor;Aruba
82062008;Division Uno;Aruba
82062063;Island Leagues;Bahamas
82062118;Division One;Barbados
82062120;Division 2;Barbados
82062206;Corona League;Bermuda
82062234;Premier League;Virgin Islands (British)
82062246;First Division;Virgin Islands (British)
82062411;Régional 1;French Guiana
82062570;Régionale 1;Guadeloupe
82062572;Ligue Régionale 3;Guadeloupe
82062798;Régionale 1;Martinique
82062881;Championship;Montserrat
82063041;Championship;Saint Martin (French part)
82063130;Championship;Sint Maarten (Dutch part)
82063267;Premier League;Turks and Caicos Islands
82063315;Club Championship;Virgin Islands (U.S.)
82070618;Lower Leagues;Belize
82071161;SL Championship;Trinidad and Tobago
82074236;Second Division;Antigua and Barbuda
82076123;Liga PR;Puerto Rico
82076276;PRSL 2nd Div.;Puerto Rico
82079663;Other Teams;Sint Maarten (Dutch part)
82081060;Lower division;Suriname
82081260;Lower Leagues;Dominican Republic
82082544;SB Ligue;Saint Barthélemy
82083139;Lower Division;Saint Kitts and Nevis
82083790;NFA Divisions;Trinidad and Tobago
82083791;SFA Divisions;Trinidad and Tobago
82083792;Eastern Counties Division;Trinidad and Tobago
82083794;EFA Divisions;Trinidad and Tobago
82083795;CFA Divisions;Trinidad and Tobago
82083796;Tobago Divisions;Trinidad and Tobago
82086013;Other teams;Saint Barthélemy
82086484;R2 Poule Centre Est;French Guiana
82086487;R2 Poule Ouest;French Guiana
82086536;R2 Poule A;Guadeloupe
82086538;Régionale 2 Poule B;Guadeloupe
82086556;Régionale 2 Groupe A;Martinique
82086575;Régionale 2 Groupe B;Martinique
82086577;Régionale 3;Martinique
82087027;NW Conference;Grenada
82087039;Eastern Conference;Grenada
82087044;Southern Conference;Grenada
82087049;Central Conference;Grenada
82087844;Atlantic Division;Bahamas
82087846;Oceanic League;Bahamas
83141246;Braga Pro-National;Portugal
83141248;Lisbon Pro-National;Portugal
83141250;Aveiro First Division;Portugal
83141251;Viseu Honor Division;Portugal
83141252;Azores League;Portugal
83141253;Leiria Honor Division;Portugal
83141254;Coimbra Honor Division;Portugal
83141255;Santarém Honor Division;Portugal
83141256;Viana First Division;Portugal
83141257;Setúbal First Division;Portugal
83141258;Vila Real Honor Division;Portugal
83141259;Évora Elite Division;Portugal
83141260;Madeira Honor Division;Portugal
83141261;Beja First Division;Portugal
83141262;Castelo Branco 1D;Portugal
83141263;Bragança Honor Division;Portugal
83141264;Portalegre Honor Division;Portugal
83141265;Algarve First Division;Portugal
83141266;Guarda First Division;Portugal
83148877;Lower Regional Divisions;Portugal
83169224;Porto Elite Serie 1;Portugal
83169225;Porto Elite Serie 2;Portugal
83191750;U19 2D;Portugal
83191756;U19 MD;Portugal
83191761;U19 Algarve;Portugal
83191762;U19 Aveiro;Portugal
83191763;U23 Beja;Portugal
83191764;U19 Braga;Portugal
83191765;U19 Bragança;Portugal
83191766;U19 Castelo Branco;Portugal
83191767;U19 Coimbra;Portugal
83191770;U19 Guarda;Portugal
83191771;U19 Leiria;Portugal
83191773;U19 Portalegre;Portugal
83191777;U19 Santarém;Portugal
83191778;U19 Setúbal;Portugal
83191779;U19  Viana do Castelo;Portugal
83191780;U19 Vila Real;Portugal
83191782;U19 South Viseu;Portugal
83191783;U19 North Viseu;Portugal
83192131;U19 Azores;Portugal
83208755;Porto Honor Division 1;Portugal
83208756;Porto Honor Division 2;Portugal
83216023;U19 MD 2D;Portugal
83223443;U19 Lower Divisions;Portugal
84150339;U18 Elite;Switzerland
84150351;U18 (17);Switzerland
85062891;U17;France
86000000;Premier Division;Bolivia
86000001;Premier Division;Venezuela
86000002;Second Division;Venezuela
86000021;Primera Division;Panama
86000027;Primera Division;Nicaragua
86009019;Second Division;Bolivia
87000201;Liga Nacional;Honduras
87000202;Liga de Ascenso;Honduras
87000495;Liga Nacional;Guatemala
87000505;Primera División;Guatemala
87001116;Primera División;El Salvador
87001465;Premier League;Belize
87001812;Segunda División;El Salvador
87006846;Segunda División;Guatemala
88006344;Central League;New Zealand
88006348;NRFL Division 1;New Zealand
88006349;Mainland Premier;New Zealand
88006350;South Premier;New Zealand
88006351;Central Fed Premier;New Zealand
88006353;NRFL Division 2;New Zealand
88027101;PNG Northern Conference;Papua New Guinea
88027102;PNG Southern Conference;Papua New Guinea
88027103;PNG Highlands Conference;Papua New Guinea
88027104;PNG Islands Conference;Papua New Guinea
89056580;Superleague;Kosovo
89056581;First League;Kosovo
89056582;Second Division;Kosovo
90081108;Northern Premier D1E;United Kingdom
90081109;Northern Premier D1W;United Kingdom
90086668;Scottish U18 League;United Kingdom
91107110;Regional Div. Northeast;Germany
91107111;Regional Div. Bavaria;Germany
91109039;Bavaria North;Germany
91109040;Bavaria South;Germany
91109041;Lower Rhine;Germany
91109042;Middle Rhine;Germany
92086575;U19 Div. 2 North;Germany
92086579;U19 Div. 2 Southwest;Germany
94048275;Southern Premier Central;United Kingdom
94048276;Southern Premier South;United Kingdom
96056824;Fourth Division;Poland
96116933;Third Division Group 1;Poland
96116934;Third Division Group 2;Poland
96116935;Third Division Group 3;Poland
96116936;Third Division Group 4;Poland
96501381;Moldovan Divizia B Centru;Moldova
98005769;Second League Inter Gr 1;Switzerland
98005770;Second League Inter Gr 2;Switzerland
98005771;Second League Inter Gr 3;Switzerland
98005772;Second League Inter Gr 4;Switzerland
98005773;Second League Inter Gr 5;Switzerland
98008693;Second League Inter Gr 6;Switzerland
98027828;Promotion League;Switzerland
